rwa,education,childhood,gender,hand,family_size,age,test_time
1.45,Less than high school,Suburban,Male,Right,2,15,120
2,University degree,"Urban (town, city)",Male,Right,2,21,318
1.8,University degree,Suburban,Male,Right,3,30,231
7,High school,"Urban (town, city)",Male,Right,2,14,114
1.15,University degree,Suburban,Male,Right,3,37,176
1.85,High school,Suburban,Female,Right,2,19,175
2.15,University degree,Rural (country side),Male,Right,3,48,369
6.1,High school,Rural (country side),Female,Right,1,20,203
7.3,High school,Suburban,Male,Right,4,19,210
1.65,Graduate degree,Suburban,Male,Right,3,55,143
2.35,Less than high school,"Urban (town, city)",Female,Right,2,15,197
1.2,High school,Suburban,Other,Left,3,49,164
3.2,University degree,Rural (country side),Female,Both,4,47,96
1.4,High school,Rural (country side),Female,Right,4,25,254
3.45,High school,"Urban (town, city)",Female,Right,2,17,278
2.25,High school,Suburban,Female,Right,3,16,182
3.65,High school,Suburban,Male,Right,3,19,176
1,High school,"Urban (town, city)",Female,Right,1,20,144
3.5,High school,Rural (country side),Male,Right,2,17,302
1.2,University degree,Rural (country side),Female,Right,3,35,203
2.45,University degree,"Urban (town, city)",Male,Left,1,27,229
5.3,High school,"Urban (town, city)",Male,Right,1,18,383
1.1,University degree,Suburban,Female,Left,3,60,138
6.95,High school,Suburban,Male,Right,1,18,240
2.7,University degree,Suburban,Male,Right,4,62,323
2,High school,Suburban,Female,Right,2,21,356
1.9,University degree,Suburban,Female,Right,2,27,165
1.8,University degree,Suburban,Female,Right,3,26,219
1.45,University degree,Rural (country side),Male,Right,1,56,268
4.05,University degree,Suburban,Female,Right,3,17,118
4.4,High school,Suburban,Male,Right,3,18,245
1.7,Graduate degree,Rural (country side),Male,Right,5,34,149
5.9,High school,"Urban (town, city)",Male,Right,3,18,197
1.25,University degree,Rural (country side),Male,Left,3,64,203
1.35,Graduate degree,"Urban (town, city)",Female,Right,3,48,178
1.4,Graduate degree,Rural (country side),Male,Right,3,40,212
4.3,University degree,Rural (country side),Male,Right,3,41,282
1.8,High school,"Urban (town, city)",Female,Right,2,17,203
4.5,High school,Suburban,Female,Right,3,27,269
2.5,Less than high school,Suburban,Female,Right,2,15,196
6.3,Graduate degree,Suburban,Male,Right,2,40,190
1.65,University degree,Suburban,Male,Right,1,49,228
1.5,University degree,Suburban,Male,Right,4,55,238
6.8,University degree,Suburban,Male,Left,3,29,157
3.15,Graduate degree,"Urban (town, city)",Male,Right,2,35,199
2.9,Less than high school,"Urban (town, city)",Male,Right,3,15,520
1.8,University degree,Suburban,Male,Left,1,23,140
2.85,University degree,"Urban (town, city)",Male,Left,1,24,532
1.2,Less than high school,Suburban,Male,Right,2,13,577
7.25,Less than high school,"Urban (town, city)",Male,Left,1,15,159
1.35,University degree,Suburban,Male,Right,2,49,141
2.15,High school,Suburban,Male,Right,2,17,293
1.25,Graduate degree,Suburban,Male,Right,2,51,222
1.45,University degree,Rural (country side),Female,Both,2,41,251
6.5,High school,Suburban,Male,Right,2,16,230
4.3,University degree,"Urban (town, city)",Female,Right,4,71,515
7.85,High school,Suburban,Male,Right,5,18,157
1.85,Graduate degree,"Urban (town, city)",Male,Left,1,29,307
7.7,University degree,"Urban (town, city)",Male,Left,2,25,831
2.35,Graduate degree,Suburban,Male,Right,2,33,203
4.85,High school,Suburban,Male,Right,1,39,185
2.15,Graduate degree,Rural (country side),Female,Right,2,24,214
1.1,University degree,Rural (country side),Female,Right,2,37,139
1.6,University degree,Suburban,Female,Right,3,28,122
1.45,High school,Suburban,Female,Right,4,19,121
4,Less than high school,Suburban,Male,Right,6,13,303
1.45,University degree,Suburban,Female,Right,3,20,126
1.1,University degree,Suburban,Male,Right,2,61,226
1.15,University degree,"Urban (town, city)",Female,Right,1,24,305
8.95,Graduate degree,Suburban,Male,Left,1,30,201
6.75,High school,"Urban (town, city)",Female,Right,2,19,1148
5.45,Graduate degree,Rural (country side),Male,Both,4,25,224
2.85,Less than high school,Suburban,Male,Right,1,16,176
1.95,University degree,Suburban,Female,Right,2,18,1116
3.6,High school,Suburban,Male,Right,2,21,741
1.65,High school,Rural (country side),Male,Right,4,20,221
1.15,University degree,"Urban (town, city)",Other,Right,1,31,115
2.5,High school,"Urban (town, city)",Male,Right,2,19,275
2.05,University degree,"Urban (town, city)",Female,Right,2,27,6
1.1,Graduate degree,Rural (country side),Female,Left,3,25,219
2.35,University degree,"Urban (town, city)",Male,Right,2,23,272
1.5,High school,Suburban,Male,Right,2,41,196
2.55,University degree,"Urban (town, city)",Female,Right,1,26,896
1.5,University degree,"Urban (town, city)",Male,Right,1,20,146
1.9,University degree,Suburban,Other,Right,1,38,279
2.5,High school,"Urban (town, city)",Male,Left,1,26,235
1.7,University degree,"Urban (town, city)",Female,Right,1,28,265
4.4,University degree,Suburban,Male,Right,3,23,213
6.8,High school,Suburban,Male,Both,3,15,264
4.6,University degree,"Urban (town, city)",Female,Right,2,39,415
7.55,University degree,Rural (country side),Male,Left,1,35,476
4.95,Graduate degree,Rural (country side),Female,Right,8,29,366
1.4,Less than high school,Suburban,Female,Right,7,37,233
2.15,Less than high school,Rural (country side),Male,Right,5,13,291
6.4,Graduate degree,Suburban,Male,Right,2,41,270
1.35,University degree,Suburban,Male,Right,3,28,292
4.7,University degree,Rural (country side),Female,Right,2,50,426
3.85,High school,Rural (country side),Male,Right,2,19,224
2.2,Graduate degree,Suburban,Male,Right,4,58,372
6.6,Less than high school,Rural (country side),Male,Right,0,25,167
2.35,University degree,Suburban,Male,Left,3,66,259
2.95,High school,Suburban,Male,Right,3,17,206
1.65,Less than high school,Rural (country side),Female,Right,7,17,138
2.1,University degree,Suburban,Male,Right,2,47,582
3.6,Less than high school,"Urban (town, city)",Female,Both,1,18,316
2.05,Graduate degree,"Urban (town, city)",Male,Right,2,42,252
2.35,University degree,Rural (country side),Male,Right,4,23,373
3.35,High school,Suburban,Female,Right,2,20,182
1.05,Graduate degree,Suburban,Female,Right,2,43,219
3.6,University degree,Rural (country side),Male,Right,2,25,325
1.75,University degree,"Urban (town, city)",Male,Right,2,68,130
4,University degree,Suburban,Male,Right,3,28,1698
1.3,Graduate degree,"Urban (town, city)",Male,Right,2,46,154
3.25,High school,"Urban (town, city)",Female,Right,2,28,393
3.7,University degree,Suburban,Male,Right,1,54,233
1.25,University degree,"Urban (town, city)",Female,Right,5,33,177
1.25,High school,"Urban (town, city)",Male,Right,1,16,99
1.5,University degree,Rural (country side),Other,Right,2,26,259
5.55,Less than high school,Suburban,Male,Right,2,16,220
2.1,High school,Suburban,Male,Right,3,19,311
3.1,Graduate degree,"Urban (town, city)",Male,Left,3,35,185
2.1,High school,"Urban (town, city)",Male,Right,4,39,131
2.3,High school,"Urban (town, city)",Female,Right,9,36,265
1.9,University degree,Rural (country side),Male,Left,2,46,162
1.3,High school,"Urban (town, city)",Male,Right,4,52,167
1.25,High school,"Urban (town, city)",Male,Right,2,40,443
1.25,Less than high school,"Urban (town, city)",Female,Right,4,18,164
1.3,University degree,Suburban,Male,Right,2,23,164
1.2,Less than high school,Rural (country side),Male,Right,3,65,200
1.3,University degree,Suburban,Male,Left,3,41,139
6.55,University degree,Suburban,Male,Left,3,44,282
1.45,Graduate degree,"Urban (town, city)",Female,Left,5,69,367
3.1,Graduate degree,Rural (country side),Male,Right,4,39,297
2.85,University degree,"Urban (town, city)",Male,Right,4,43,129
1.4,Graduate degree,Suburban,Male,Right,3,65,207
2.65,Graduate degree,"Urban (town, city)",Male,Left,3,43,193
1.7,High school,"Urban (town, city)",Female,Right,5,40,209
1.05,Graduate degree,Suburban,Female,Right,2,33,79
5.85,University degree,Rural (country side),Male,Right,3,20,169
3.55,Graduate degree,Suburban,Female,Right,2,28,121
3.7,High school,Suburban,Female,Right,3,50,276
1.2,University degree,"Urban (town, city)",Female,Right,3,24,158
1.6,Graduate degree,"Urban (town, city)",Female,Right,1,34,176
1.6,University degree,Suburban,Male,Right,2,67,728
2.05,Graduate degree,Rural (country side),Male,Left,3,44,210
3.6,University degree,Rural (country side),Female,Right,2,40,8
1.7,Graduate degree,Rural (country side),Male,Right,4,56,404
5.8,High school,Suburban,Male,Right,4,18,145
4.4,Less than high school,"Urban (town, city)",Male,Right,2,15,141
4.35,High school,Suburban,Female,Right,2,45,1653
2.2,Graduate degree,Suburban,Female,Right,4,45,237
2.15,University degree,Rural (country side),Male,Right,3,20,487
1.9,University degree,Suburban,Female,Right,2,36,342
3.4,High school,"Urban (town, city)",Other,Right,2,17,225
1.4,Graduate degree,Suburban,Female,Right,2,41,468
7.45,University degree,Rural (country side),Male,Left,3,23,120
1.35,Less than high school,Suburban,Male,Right,1,15,497
4.75,University degree,Rural (country side),Male,Right,3,19,167
2.05,University degree,Suburban,Female,Right,4,63,164
2.15,Graduate degree,Suburban,Male,Right,3,61,168
1.5,High school,Suburban,Male,Right,4,18,358
4.8,High school,Suburban,Male,Both,1,29,225
1.35,University degree,Suburban,Female,Right,2,15,210
2.75,Less than high school,"Urban (town, city)",Male,Right,3,15,266
1.1,High school,Suburban,Other,Both,2,18,381
1.55,Graduate degree,Suburban,Female,Right,2,48,155
5.85,Graduate degree,"Urban (town, city)",Male,Right,2,21,309
2.05,Less than high school,Suburban,Male,Right,5,16,490
2.65,Less than high school,Rural (country side),Female,Right,2,13,248
4.55,Graduate degree,"Urban (town, city)",Male,Right,2,24,532
1,Less than high school,Suburban,Male,Right,1,15,211
2.9,High school,"Urban (town, city)",Male,Right,3,20,180
1,University degree,"Urban (town, city)",Female,Right,2,28,179
5,University degree,Suburban,Male,Right,2,25,136
2.2,Less than high school,Suburban,Male,Left,2,15,203
1.25,High school,Rural (country side),Male,Right,5,18,225
1.65,High school,Suburban,Male,Right,2,17,476
1,University degree,Rural (country side),Male,Right,2,29,176
6.25,University degree,Suburban,Female,Left,0,26,240
2.2,High school,Suburban,Male,Right,3,29,288
1.25,Graduate degree,Rural (country side),Female,Left,2,43,137
3.1,University degree,Suburban,Male,Right,3,25,120
3.55,Less than high school,Rural (country side),Male,Left,1,16,213
2.25,High school,Rural (country side),Male,Right,7,63,664
9,High school,"Urban (town, city)",Male,Right,2,17,315
1,High school,Suburban,Male,Right,2,17,255
1.55,Graduate degree,Suburban,Female,Right,3,40,176
1.4,University degree,Rural (country side),Male,Right,2,24,216
1.25,Graduate degree,Suburban,Female,Right,5,68,769
2,High school,Suburban,Male,Right,1,19,350
4.8,Graduate degree,"Urban (town, city)",Male,Right,2,21,616
8.2,High school,"Urban (town, city)",Male,Left,1,17,102
9,High school,"Urban (town, city)",Male,Right,2,17,117
1.55,High school,Suburban,Male,Right,2,39,139
4.5,High school,Suburban,Male,Right,1,15,259
6.35,University degree,"Urban (town, city)",Female,Right,2,33,220
1.5,Graduate degree,"Urban (town, city)",Female,Left,2,30,230
3.1,High school,Rural (country side),Female,Right,3,17,696
2,High school,Suburban,Female,Right,1,31,287
5.45,High school,Suburban,Male,Right,2,18,384
2.95,University degree,"Urban (town, city)",Female,Right,2,55,234
1.65,High school,"Urban (town, city)",Male,Right,2,29,402
1.35,University degree,Rural (country side),Male,Right,2,21,186
1.9,Less than high school,Suburban,Female,Right,4,15,448
1.05,Graduate degree,Rural (country side),Female,Right,5,56,221
5.35,University degree,Rural (country side),Male,Right,2,37,336
1.6,Less than high school,Suburban,Female,Right,1,16,538
2.6,Graduate degree,Suburban,Female,Right,3,64,211
1.7,University degree,Rural (country side),Female,Left,4,35,246
1.55,High school,"Urban (town, city)",Male,Right,2,19,205
1,High school,Suburban,Male,Right,2,23,195
1.3,University degree,"Urban (town, city)",Male,Right,2,27,233
5.65,Graduate degree,Rural (country side),Male,Left,2,23,311
1.25,High school,Suburban,Male,Right,2,19,1045
1.8,High school,Suburban,Male,Right,2,39,236
1.2,Graduate degree,Suburban,Female,Right,3,35,460
7.05,Less than high school,Rural (country side),Male,Right,2,18,516
2.45,Graduate degree,Rural (country side),Male,Left,2,27,176
7.25,High school,Suburban,Female,Left,3,18,216
1.45,Graduate degree,"Urban (town, city)",Female,Right,3,31,165
3.95,Less than high school,"Urban (town, city)",Male,Right,4,15,480
2.55,Graduate degree,Suburban,Male,Right,2,45,248
7.35,High school,Rural (country side),Male,Right,2,19,184
1.75,High school,Suburban,Female,Right,1,15,208
2.1,University degree,"Urban (town, city)",Female,Right,3,18,169
1,High school,"Urban (town, city)",Male,Right,3,24,204
1.4,Graduate degree,"Urban (town, city)",Male,Right,1,33,160
6.8,High school,Rural (country side),Male,Right,1,19,259
5.9,Less than high school,Suburban,Male,Right,4,14,314
5.35,High school,"Urban (town, city)",Male,Right,1,16,211
1.55,University degree,Suburban,Male,Right,3,25,158
1.85,Graduate degree,Suburban,Male,Left,2,69,203
1.45,Graduate degree,Suburban,Male,Right,2,49,320
5.75,University degree,Suburban,Male,Left,2,30,199
2.4,University degree,Rural (country side),Female,Right,2,44,228
7.7,University degree,Rural (country side),Female,Left,5,43,233
5.7,Less than high school,"Urban (town, city)",Male,Right,2,17,1203
7.75,Graduate degree,"Urban (town, city)",Male,Right,2,18,248
2.75,University degree,Suburban,Male,Both,2,39,461
2.2,Less than high school,Rural (country side),Female,Right,2,17,140
3.15,Less than high school,"Urban (town, city)",Male,Right,2,14,326
2.35,University degree,Suburban,Female,Left,5,65,1433
3.3,University degree,Suburban,Male,Right,2,33,2596
1.55,Graduate degree,Suburban,Female,Right,2,66,166
2.4,Graduate degree,Rural (country side),Male,Right,2,25,1050
1.65,University degree,Rural (country side),Female,Right,2,43,124
1.2,University degree,"Urban (town, city)",Male,Left,1,37,308
1.05,Graduate degree,"Urban (town, city)",Female,Right,6,57,264
3.9,Graduate degree,Rural (country side),Male,Right,1,42,186
1.05,University degree,Suburban,Female,Right,2,72,311
1.4,Graduate degree,Suburban,Male,Left,6,62,329
2.35,High school,"Urban (town, city)",Female,Right,3,65,187
1.5,High school,Suburban,Male,Left,3,18,279
1.35,University degree,Rural (country side),Female,Left,1,70,326
4.1,Less than high school,"Urban (town, city)",Female,Right,5,23,386
2.45,Graduate degree,Suburban,Male,Right,1,30,194
2.2,High school,Suburban,Male,Right,9,56,444
2.5,University degree,"Urban (town, city)",Female,Right,5,23,212
7.2,Graduate degree,Suburban,Male,Left,6,50,266
2.45,University degree,Suburban,Female,Right,3,62,328
5.3,Graduate degree,Suburban,Male,Right,2,26,270
2.65,Less than high school,Rural (country side),Male,Right,4,18,782
7.15,Less than high school,Suburban,Male,Right,3,14,443
1.1,Graduate degree,"Urban (town, city)",Female,Right,1,20,155
1,University degree,Suburban,Male,Right,5,67,145
6.25,Less than high school,Suburban,Male,Right,2,17,231
2.2,University degree,"Urban (town, city)",Male,Right,2,38,315
2.55,High school,Suburban,Other,Left,2,21,318
3.85,High school,"Urban (town, city)",Male,Left,2,22,180
2.5,High school,"Urban (town, city)",Female,Right,3,31,447
1.9,High school,Suburban,Female,Right,3,17,313
5.9,High school,"Urban (town, city)",Male,Right,1,19,190
1.7,Graduate degree,"Urban (town, city)",Male,Right,4,68,339
1.5,University degree,Rural (country side),Male,Right,4,62,165
1.85,Graduate degree,Rural (country side),Female,Right,1,50,549
4.3,High school,Suburban,Male,Right,2,15,163
1.05,Graduate degree,"Urban (town, city)",Male,Right,2,28,103
2.3,High school,Rural (country side),Male,Right,3,18,223
3.85,University degree,Suburban,Male,Right,3,23,173
3.55,Graduate degree,"Urban (town, city)",Male,Left,3,47,212
2.6,Less than high school,"Urban (town, city)",Male,Right,2,15,221
6.25,University degree,"Urban (town, city)",Male,Right,3,26,228
2.4,High school,Rural (country side),Male,Right,1,31,245
7.85,High school,Rural (country side),Female,Right,3,46,657
2.55,High school,Suburban,Female,Right,3,28,378
7.95,Less than high school,Suburban,Male,Left,1,16,507
2.7,University degree,"Urban (town, city)",Male,Right,6,20,241
2.6,High school,"Urban (town, city)",Male,Right,2,19,220
3.55,University degree,"Urban (town, city)",Female,Right,2,26,160
3.55,University degree,"Urban (town, city)",Male,Left,1,23,589
1.75,Less than high school,Rural (country side),Female,Right,2,16,172
1.05,High school,Rural (country side),Female,Right,2,26,369
3,Graduate degree,Suburban,Female,Right,3,75,359
2.5,University degree,Suburban,Female,Right,3,59,139
2.15,University degree,Suburban,Female,Right,3,26,531
1,Graduate degree,Suburban,Female,Right,1,42,105
3.65,Graduate degree,Suburban,Female,Right,2,68,171
4.6,High school,"Urban (town, city)",Male,Right,2,16,300
1.05,High school,Suburban,Male,Right,2,19,152
1.05,High school,"Urban (town, city)",Male,Right,2,23,91
3.4,High school,"Urban (town, city)",Female,Right,2,28,1259
5.45,University degree,Suburban,Male,Right,3,39,215
7.5,University degree,Suburban,Male,Right,2,25,285
1.85,High school,Suburban,Male,Right,7,19,231
1,University degree,"Urban (town, city)",Male,Right,3,49,158
2.15,Less than high school,"Urban (town, city)",Female,Right,2,17,585
2.9,High school,Suburban,Male,Right,2,22,133
1.3,University degree,"Urban (town, city)",Male,Right,1,60,301
1,University degree,Rural (country side),Male,Right,3,48,114
1.05,High school,"Urban (town, city)",Female,Right,2,30,213
1.5,High school,"Urban (town, city)",Female,Right,1,17,165
7.2,University degree,Suburban,Male,Right,4,21,355
3,High school,"Urban (town, city)",Female,Right,6,22,401
2.45,High school,Rural (country side),Male,Right,2,48,238
1.35,University degree,Suburban,Other,Right,2,48,206
2.3,University degree,"Urban (town, city)",Male,Right,4,23,466
2.55,Less than high school,Suburban,Female,Right,1,18,284
6.65,High school,Suburban,Female,Right,3,50,354
2.7,Less than high school,"Urban (town, city)",Female,Right,2,15,769
1.8,University degree,Suburban,Male,Right,2,50,294
1.05,High school,Suburban,Female,Right,1,18,111
3,High school,Suburban,Male,Right,3,17,276
2.35,High school,Rural (country side),Male,Right,2,23,337
1.25,University degree,Suburban,Male,Left,4,54,155
2.2,Graduate degree,Suburban,Female,Right,3,34,224
4.45,High school,"Urban (town, city)",Male,Right,1,35,341
1.05,High school,Suburban,Female,Right,3,18,238
1.25,Less than high school,Suburban,Female,Right,3,17,182
1.25,High school,"Urban (town, city)",Other,Left,2,18,157
0.95,High school,Suburban,Female,Left,3,30,221
3.55,High school,Suburban,Female,Right,3,19,333
4.55,University degree,Rural (country side),Male,Right,1,25,295
1.25,High school,Suburban,Female,Right,2,17,174
1.2,Graduate degree,Rural (country side),Female,Right,2,47,129
2.9,High school,Rural (country side),Female,Right,2,20,383
1.5,University degree,Suburban,Male,Right,2,47,318
1.05,University degree,Suburban,Female,Right,2,35,112
1.85,Graduate degree,Rural (country side),Female,Right,2,39,281
5.25,University degree,"Urban (town, city)",Male,Right,2,76,1566
3.95,University degree,Suburban,Male,Right,4,19,154
6.9,University degree,Rural (country side),Female,Right,3,36,284
1.4,Less than high school,"Urban (town, city)",Female,Right,3,17,216
1.55,Graduate degree,Rural (country side),Female,Left,2,50,212
1.35,University degree,Suburban,Female,Right,4,28,299
2.05,High school,Suburban,Female,Right,1,19,229
3.65,High school,"Urban (town, city)",Female,Right,2,20,151
2.25,High school,"Urban (town, city)",Male,Right,2,17,210
2.3,High school,Suburban,Female,Right,2,16,172
3.15,High school,Rural (country side),Male,Right,3,20,151
1,High school,Suburban,Female,Right,3,26,413
2.35,High school,Suburban,Male,Right,4,50,386
1,Graduate degree,"Urban (town, city)",Male,Right,6,55,179
1.85,Less than high school,Rural (country side),Female,Right,3,16,123
2.1,University degree,Rural (country side),Male,Left,2,44,218
1.15,University degree,Suburban,Male,Left,2,19,1222
5.3,University degree,Suburban,Female,Right,1,41,111
1.95,High school,Rural (country side),Female,Right,1,16,146
3.35,High school,"Urban (town, city)",Male,Right,5,27,196
1.5,University degree,Suburban,Female,Right,2,42,170
1.45,University degree,Suburban,Female,Left,4,36,528
6.6,High school,Suburban,Male,Right,0,28,242
2.3,University degree,Suburban,Female,Right,3,53,211
1.55,High school,Suburban,Male,Right,2,26,225
1.5,High school,Suburban,Female,Right,3,59,212
1.45,University degree,"Urban (town, city)",Male,Right,1,22,198
1.35,High school,"Urban (town, city)",Female,Left,4,57,303
3.9,Graduate degree,Rural (country side),Female,Left,2,30,238
8.5,High school,"Urban (town, city)",Female,Right,3,26,431
3.95,Graduate degree,Suburban,Male,Right,2,41,588
1.55,Graduate degree,Suburban,Female,Right,3,45,140
1,University degree,"Urban (town, city)",Female,Right,3,21,260
2.95,University degree,Rural (country side),Female,Right,3,26,150
2.25,High school,"Urban (town, city)",Female,Right,7,39,199
1.95,Graduate degree,Rural (country side),Female,Right,2,30,292
2.8,High school,"Urban (town, city)",Male,Right,2,19,207
3.75,Less than high school,"Urban (town, city)",Male,Right,2,18,595
3.55,University degree,Suburban,Male,Right,2,27,107
1.85,University degree,Suburban,Female,Right,2,39,151
1.05,University degree,Suburban,Female,Right,2,25,72
1.1,Graduate degree,"Urban (town, city)",Male,Right,2,49,182
1.55,High school,Suburban,Male,Right,0,15,134
1.95,Graduate degree,"Urban (town, city)",Male,Right,1,54,129
7.9,Graduate degree,Suburban,Male,Right,1,25,174
5.55,High school,"Urban (town, city)",Male,Right,1,15,199
1.4,Graduate degree,"Urban (town, city)",Female,Right,3,53,247
1.05,University degree,"Urban (town, city)",Female,Right,2,31,364
3.15,High school,"Urban (town, city)",Female,Left,2,37,209
3.95,Graduate degree,Suburban,Male,Right,4,58,285
3.2,University degree,"Urban (town, city)",Male,Right,2,28,787
2.3,University degree,Rural (country side),Female,Right,4,30,274
1.2,Graduate degree,Suburban,Female,Right,3,36,142
3.5,High school,Suburban,Male,Right,3,44,176
6.5,University degree,Suburban,Male,Right,1,27,1017
8,Less than high school,"Urban (town, city)",Male,Right,2,14,180
2.7,Graduate degree,Rural (country side),Male,Right,3,31,170
4.25,Graduate degree,Rural (country side),Male,Right,3,68,339
1.35,University degree,Rural (country side),Female,Right,3,57,212
3.2,University degree,Suburban,Male,Right,3,54,423
5.95,University degree,"Urban (town, city)",Male,Right,2,34,123
1.3,University degree,"Urban (town, city)",Female,Right,1,25,156
3.45,University degree,Rural (country side),Male,Right,1,53,182
2.1,University degree,Suburban,Female,Right,2,38,108
1.7,Less than high school,Suburban,Male,Right,3,16,262
1.45,Graduate degree,Suburban,Female,Right,3,29,204
3,Graduate degree,Rural (country side),Male,Right,2,46,170
2.3,University degree,Suburban,Male,Right,2,43,309
2.5,Less than high school,Suburban,Other,Right,2,16,248
6.15,High school,"Urban (town, city)",Male,Right,4,20,177
2.25,Graduate degree,Suburban,Male,Right,2,34,349
2.85,Graduate degree,Suburban,Male,Right,4,60,261
2.2,University degree,"Urban (town, city)",Female,Right,2,38,198
1.85,Graduate degree,Suburban,Female,Right,3,34,183
1.25,Graduate degree,"Urban (town, city)",Male,Right,5,61,220
1.4,Graduate degree,Suburban,Male,Left,4,69,186
1.7,University degree,"Urban (town, city)",Male,Right,5,51,159
5.8,High school,"Urban (town, city)",Male,Right,1,16,159
2.35,Graduate degree,Suburban,Male,Left,3,48,174
3.8,Less than high school,Rural (country side),Female,Right,3,14,393
1.85,High school,"Urban (town, city)",Male,Right,4,41,221
1.5,High school,Rural (country side),Female,Right,13,62,335
1.75,University degree,Suburban,Male,Right,3,25,387
2,High school,Suburban,Male,Right,3,50,285
2.6,University degree,"Urban (town, city)",Male,Right,3,54,249
1.75,High school,"Urban (town, city)",Male,Right,1,17,243
1,Graduate degree,Suburban,Female,Right,2,45,233
2.9,Graduate degree,Suburban,Female,Right,11,50,304
3.7,University degree,Suburban,Male,Right,2,56,282
6.2,High school,Suburban,Male,Right,2,18,389
2.35,High school,Suburban,Male,Right,3,28,227
1.05,Graduate degree,"Urban (town, city)",Female,Right,2,41,109
1.65,Graduate degree,Suburban,Male,Right,2,50,469
3.3,High school,"Urban (town, city)",Male,Right,3,21,193
1.6,Graduate degree,"Urban (town, city)",Male,Right,4,50,369
1.5,Graduate degree,Rural (country side),Female,Right,2,51,307
1.1,University degree,Suburban,Male,Right,0,37,211
4.85,Graduate degree,"Urban (town, city)",Female,Right,2,65,396
1.55,University degree,Suburban,Female,Right,3,48,152
3.95,Graduate degree,Suburban,Female,Right,2,44,279
1.4,University degree,Rural (country side),Male,Both,2,29,149
1.55,University degree,Rural (country side),Female,Right,5,51,138
4.65,Graduate degree,Rural (country side),Male,Right,3,32,179
2.3,University degree,"Urban (town, city)",Female,Right,3,35,157
6.4,Less than high school,"Urban (town, city)",Male,Right,2,16,327
1.95,University degree,Rural (country side),Male,Right,2,30,185
1.8,High school,Rural (country side),Female,Right,2,18,132
4.2,University degree,Suburban,Female,Right,2,26,194
7.15,High school,Suburban,Male,Right,1,23,4360
7.75,Graduate degree,Suburban,Male,Right,1,23,212
1,Graduate degree,"Urban (town, city)",Male,Right,3,56,606
2.5,High school,Suburban,Female,Left,3,18,2447
1.35,University degree,Suburban,Female,Right,2,23,213
1.25,Graduate degree,"Urban (town, city)",Female,Right,2,27,129
7,High school,"Urban (town, city)",Male,Right,1,21,141
1.7,High school,Suburban,Female,Right,3,17,133
4.5,High school,"Urban (town, city)",Male,Right,3,16,283
4.5,High school,"Urban (town, city)",Female,Right,8,53,163
1,Graduate degree,Rural (country side),Male,Right,2,29,126
2,High school,"Urban (town, city)",Male,Right,2,19,171
6.75,Less than high school,"Urban (town, city)",Female,Left,3,14,265
4.35,Graduate degree,"Urban (town, city)",Female,Right,4,42,543
2.05,High school,Rural (country side),Male,Right,3,24,216
2.8,High school,Suburban,Female,Right,2,18,839
1.45,Graduate degree,Suburban,Female,Right,4,31,101
7.55,Graduate degree,Suburban,Male,Right,4,26,117
1,High school,Suburban,Male,Left,2,17,105
1.45,Less than high school,"Urban (town, city)",Male,Both,3,77,183
1.7,High school,"Urban (town, city)",Other,Right,2,19,244
2.6,Graduate degree,"Urban (town, city)",Male,Left,2,69,180
1.35,Graduate degree,Suburban,Male,Right,2,68,185
1.4,University degree,Rural (country side),Female,Right,2,20,140
1.55,High school,Rural (country side),Female,Right,4,29,288
8,Less than high school,Rural (country side),Male,Right,2,16,111
2.25,High school,Suburban,Male,Right,2,19,300
5.45,University degree,"Urban (town, city)",Male,Right,1,36,291
1,High school,"Urban (town, city)",Male,Left,1,34,320
2.55,Graduate degree,"Urban (town, city)",Male,Right,1,51,424
1.9,High school,Suburban,Male,Left,2,17,178
4.7,Less than high school,Suburban,Male,Right,2,16,652
8,University degree,Rural (country side),Male,Right,4,22,121
2.2,University degree,Suburban,Male,Right,3,28,291
1,University degree,Suburban,Male,Left,2,23,198
3.2,High school,Rural (country side),Male,Right,3,20,135
2.65,High school,"Urban (town, city)",Male,Right,2,22,213
3.4,Less than high school,Suburban,Male,Right,2,16,131
1.45,High school,Suburban,Female,Right,4,51,387
2.7,High school,Suburban,Male,Left,5,19,227
1.35,Graduate degree,Suburban,Female,Right,3,25,511
2.65,Less than high school,Suburban,Female,Right,5,16,349
1.9,Less than high school,"Urban (town, city)",Male,Right,1,59,364
3.65,Graduate degree,Suburban,Male,Right,1,55,171
2.2,High school,Rural (country side),Female,Right,1,19,286
1.35,Less than high school,Rural (country side),Female,Right,4,17,368
5.45,University degree,Suburban,Male,Left,2,26,263
1.4,High school,Suburban,Male,Right,0,73,253
2,Less than high school,Suburban,Female,Right,3,16,402
8.3,University degree,"Urban (town, city)",Male,Left,2,21,118
2,Less than high school,Suburban,Female,Right,1,14,253
2.6,University degree,Suburban,Male,Right,2,53,140
1.3,Less than high school,Suburban,Male,Right,3,16,247
4.25,Less than high school,"Urban (town, city)",Male,Right,3,26,4294
1.15,High school,Suburban,Other,Right,4,17,76
1.05,Graduate degree,"Urban (town, city)",Male,Right,3,32,159
1.3,High school,Suburban,Other,Right,5,19,169
7.65,High school,"Urban (town, city)",Male,Right,2,17,168
3.45,High school,"Urban (town, city)",Male,Left,1,20,222
5.4,High school,"Urban (town, city)",Male,Right,2,34,212
1.8,Graduate degree,Suburban,Female,Right,2,25,154
5.35,High school,Rural (country side),Male,Right,2,18,328
